%C4%AF+%C5%A1al%C4%AF+laikinai+dirbti+atsi%C5%B3stas+u%C5%BEsienietis%2C+kurio+nuolatin%C4%97+darbo+vieta+yra+u%C5%BEsienyje-lt = admittedTerm-admn-sts
%C4%AFgaliojimai+atlikti+patikrinimus-lt = admittedTerm-admn-sts
%C5%A1%C4%97riuotasis+vainik%C5%ABnas-lt = deprecatedTerm-admn-sts
vandenne%C5%A1is+l%C4%97ktuvas-lt = preferredTerm-admn-sts
vartojimo+b%C5%ABdas-lt = preferredTerm-admn-sts
veisimas-lt = admittedTerm-admn-sts
%C4%AFleidimo+kolektorius-lt = admittedTerm-admn-sts
%C4%AFrodin%C4%97jimo+pareiga-lt = admittedTerm-admn-sts
%C4%AFvaikinimas+i%C5%A1+savanaudi%C5%A1k%C5%B3+paskat%C5%B3-lt = admittedTerm-admn-sts
%C5%A1eimin%C4%97+pad%C4%97tis-lt = preferredTerm-admn-sts
%C5%ABkio+reforma-lt = admittedTerm-admn-sts
%C5%BEaliavin%C4%97+mediena-lt = preferredTerm-admn-sts
%C5%BEini%C5%B3+trikampis-lt = preferredTerm-admn-sts
BSP+fondai-lt = supersededTerm-admn-sts
CEPOL-lt = supersededTerm-admn-sts
Kovos+su+diskriminacija+ir+ma%C5%BEum%C5%B3+apsaugos+pakomitetis-lt = supersededTerm-admn-sts
Paktas+d%C4%97l+euro-lt = supersededTerm-admn-sts
Protokolas%2C+konferencijos%2C+pastatai+ir+logistika-lt = supersededTerm-admn-sts
Protokolas%2C+pridedamas+prie+Europos+S%C4%85jungos+sutarties+ir+Europos+Bendrij%C5%B3+steigimo+sutar%C4%8Di%C5%B3-lt = supersededTerm-admn-sts
Tarptautin%C4%97s+finansin%C4%97s+atskaitomyb%C4%97s+ai%C5%A1kinim%C5%B3+komitetas-lt = supersededTerm-admn-sts
Tc+l%C4%85stel%C4%97-lt = admittedTerm-admn-sts
Zikos+virusas-lt = preferredTerm-admn-sts
apdailos+darbams+naudojamas+skiedinys-lt = admittedTerm-admn-sts
atbulin%C4%97+pavara-lt = preferredTerm-admn-sts
auginamieji+grybai-lt = admittedTerm-admn-sts
azoto+r%C5%ABg%C5%A1tis-lt = admittedTerm-admn-sts
bendras+plotis-lt = deprecatedTerm-admn-sts
biri%C5%B3j%C5%B3+krovini%C5%B3+ar+naftos+ve%C5%BEimo+laivas-lt = deprecatedTerm-admn-sts
citrusiniai+vaisiai-lt = preferredTerm-admn-sts
darbas+ne+vis%C4%85+darbo+laik%C4%85-lt = preferredTerm-admn-sts
deryb%C5%B3+skyriaus+atidarymo+kriterijus-lt = preferredTerm-admn-sts
did%C5%BEiausias+pelnas-lt = preferredTerm-admn-sts
eterio+ekstraktas-lt = admittedTerm-admn-sts
gaminami+r%C5%AB%C5%A1iniai+vynai-lt = preferredTerm-admn-sts
gele%C5%BEinkelio+perva%C5%BEa-lt = admittedTerm-admn-sts
girdykla-lt = admittedTerm-admn-sts
gr%C4%85%C5%BEinimas-lt = admittedTerm-admn-sts
gyv%C5%ABn%C5%B3+brokavimas-lt = deprecatedTerm-admn-sts
i%C5%A1+i%C5%A1ankstinio+finansavimo+mok%C4%97jim%C5%B3+gaunamos+pal%C5%ABkanos-lt = preferredTerm-admn-sts
informacija+apie+kilm%C4%97s+%C5%A1al%C4%AF-lt = preferredTerm-admn-sts
intervenciniai+centrai-lt = preferredTerm-admn-sts
jaukas-lt = preferredTerm-admn-sts
kiaul%C4%97s-lt = deprecatedTerm-admn-sts
kibernetin%C4%97+gr%C4%97sm%C4%97-lt = preferredTerm-admn-sts
labai+greitas+aktyviosios+galios+reguliavimas+apkrova-lt = preferredTerm-admn-sts
lyti%C5%A1kai+plintanti+liga-lt = preferredTerm-admn-sts
ma%C5%BEakraujyst%C4%97-lt = preferredTerm-admn-sts
mokes%C4%8Di%C5%B3+nuostolis-lt = preferredTerm-admn-sts
nepaprastoji+radiologin%C4%97+pad%C4%97tis-lt = preferredTerm-admn-sts
neto+svoris-lt = admittedTerm-admn-sts
oficialioji+prie%C5%BEi%C5%ABra-lt = preferredTerm-admn-sts
pagrindiniai+laivo+varikliai-lt = preferredTerm-admn-sts
pakaitiniai+ka%C5%A1tai-lt = deprecatedTerm-admn-sts
pos%C5%ABkio+rodiklio+%C5%BEibintas-lt = preferredTerm-admn-sts
ragena-lt = preferredTerm-admn-sts
reguliavimo+%C4%AFtaisas-lt = admittedTerm-admn-sts
saldymed%C5%BEi%C5%B3+ekstraktas-lt = preferredTerm-admn-sts
skolos+aptarnavimo+s%C4%85naudos-lt = deprecatedTerm-admn-sts
skrodimas-lt = admittedTerm-admn-sts
tinkamai+pagr%C4%AFsti+atvejai-lt = preferredTerm-admn-sts
transmisinis+gastroenteritas-lt = admittedTerm-admn-sts
trichloracto+r%C5%ABg%C5%A1tis-lt = preferredTerm-admn-sts
triu%C5%A1i%C5%B3+antiserumas-lt = admittedTerm-admn-sts
ve%C5%BEimas+vidaus+vanden%C5%B3+keliais-lt = preferredTerm-admn-sts
%C5%A1altoji+gaudykl%C4%97-lt = preferredTerm-admn-sts
%C5%A1ukut%C4%97s-lt = supersededTerm-admn-sts
Afrikos+Ky%C5%A1ulio+regionas-lt = deprecatedTerm-admn-sts
Energetikos+politikos+skyrius%2C+%C4%AFskaitant+tarptautinius+aspektus+ir+branduolinius+klausimus-lt = supersededTerm-admn-sts
Europos+pinig%C5%B3+sistema-lt = supersededTerm-admn-sts
Informacijos+saugumo+u%C5%BEtikrinimo+skyrius-lt = supersededTerm-admn-sts
Nacionalin%C4%97+Sirijos+opozicini%C5%B3+ir+revoliucini%C5%B3+j%C4%97g%C5%B3+koalicija-lt = preferredTerm-admn-sts
Saugumo+komitetas+%28Saugumo+akreditavimo+grup%C4%97s+%28SAG%29%29-lt = supersededTerm-admn-sts
Sveikatos+ir+vartotoj%C5%B3+reikal%C5%B3+vykdomoji+agent%C5%ABra-lt = supersededTerm-admn-sts
Techninio+derinimo+darbo+grup%C4%97+%28%C5%BEaislai%29-lt = supersededTerm-admn-sts
Urugvajaus+deryb%C5%B3+ratas-lt = preferredTerm-admn-sts
afrikin%C4%97+arkli%C5%B3+liga-lt = preferredTerm-admn-sts
akut%C4%97-lt = admittedTerm-admn-sts
alaus+gamybos+arba+alkoholio+distiliavimo+atliekos-lt = admittedTerm-admn-sts
anemija-lt = admittedTerm-admn-sts
ankstesni+duomenys+apie+%C5%BEmones-lt = preferredTerm-admn-sts
apskaitin%C4%97+vert%C4%97-lt = deprecatedTerm-admn-sts
augal%C5%B3+produkcija-lt = deprecatedTerm-admn-sts
biosauga-lt = admittedTerm-admn-sts
daugiar%C5%AB%C5%A1is+ve%C5%BEimas-lt = preferredTerm-admn-sts
dokumentais+tinkamai+pagr%C4%AFstas+skundas-lt = preferredTerm-admn-sts
draudimo+rizika-lt = deprecatedTerm-admn-sts
dvejopo+naudojimo+objektai-lt = admittedTerm-admn-sts
fosfatinis+buferis-lt = admittedTerm-admn-sts
ginkl%C5%B3+kontrol%C4%97-lt = admittedTerm-admn-sts
gyvi+gyv%C5%ABnai+ir+gyv%C5%ABnin%C4%97s+kilm%C4%97s+produktai-lt = deprecatedTerm-admn-sts
i%C5%A1skirtin%C4%97s+rinkos+r%C4%97mimo+priemon%C4%97s-lt = preferredTerm-admn-sts
intervencin%C4%97+%C5%A1launin%C4%97-lt = preferredTerm-admn-sts
intervencinis+blauzdos+raumuo-lt = admittedTerm-admn-sts
komitologija-lt = deprecatedTerm-admn-sts
kompresinis+vakuumetras-lt = admittedTerm-admn-sts
kontagin%C4%97+o%C5%BEk%C5%B3+pleuropneumonija-lt = preferredTerm-admn-sts
krante-lt = preferredTerm-admn-sts
kruopos-lt = preferredTerm-admn-sts
ksenobiotikas-lt = preferredTerm-admn-sts
leidimas+prekiauti+pediatriniu+vaistu-lt = preferredTerm-admn-sts
ma%C5%BEiausias+procentinis+dydis-lt = preferredTerm-admn-sts
mas%C4%97s+srautas-lt = preferredTerm-admn-sts
nuosavyb%C4%97s+atskyrimas-lt = preferredTerm-admn-sts
o%C5%BEkininkyst%C4%97-lt = preferredTerm-admn-sts
patogenas-lt = admittedTerm-admn-sts
periodinio+mok%C4%97jimo+nurodymas-lt = preferredTerm-admn-sts
perjungimo+ciklas-lt = admittedTerm-admn-sts
prievol%C4%97+%C4%AFrodyti-lt = preferredTerm-admn-sts
priimtinas+kokyb%C4%97s+lygmuo-lt = deprecatedTerm-admn-sts
reaktorius+su+nejudamuoju+sluoksniu-lt = deprecatedTerm-admn-sts
sienos+apsaugos+tarnybos+pareig%C5%ABnas-lt = admittedTerm-admn-sts
skolos+tvarkymas-lt = preferredTerm-admn-sts
skruberis-lt = admittedTerm-admn-sts
skystyje+panardintas+transformatorius-lt = deprecatedTerm-admn-sts
sprogstamosios+med%C5%BEiagos+pirmtakas-lt = preferredTerm-admn-sts
studij%C5%B3+kreditas-lt = preferredTerm-admn-sts
tarpusavio+vertinimas-lt = preferredTerm-admn-sts
transliavimas-lt = admittedTerm-admn-sts
triu%C5%A1i%C5%B3+imuninis+serumas-lt = preferredTerm-admn-sts
veiksmingumo+kriterijai-lt = preferredTerm-admn-sts
virtimo+apsaugin%C4%97+konstrukcija-lt = preferredTerm-admn-sts
%C4%AF%C4%97jimo%E2%80%93i%C5%A1%C4%97jimo+sistema-lt = deprecatedTerm-admn-sts
2-asis+direktoratas+%28teisminis+bendradarbiavimas+civilin%C4%97se+ir+baud%C5%BEiamosiose+bylose%2C+policija+ir+muitin%C4%97%29-lt = supersededTerm-admn-sts
Europos+%C4%AFg%C5%ABd%C5%BEi%C5%B3%2C+geb%C4%97jim%C5%B3+ir+profesij%C5%B3+sistema-lt = supersededTerm-admn-sts
Europos+technologij%C5%B3+institutas-lt = supersededTerm-admn-sts
Europos+vystomojo+bendradarbiavimo+metai-lt = preferredTerm-admn-sts
Humanitarin%C4%97s+pagalbos+GD-lt = supersededTerm-admn-sts
Teritorin%C4%97s+sanglaudos+politikos+komisija-lt = supersededTerm-admn-sts
abipusis+mokymasis-lt = admittedTerm-admn-sts
aplinkosaugin%C4%97s+priemon%C4%97s-lt = deprecatedTerm-admn-sts
atsakomyb%C4%97+u%C5%BE+sutarties+vykdym%C4%85-lt = admittedTerm-admn-sts
autochtoninis-lt = deprecatedTerm-admn-sts
bendrasis+geb%C4%97jimas-lt = supersededTerm-admn-sts
chemin%C4%97+kinetika-lt = preferredTerm-admn-sts
deryb%C5%B3+skyriaus+u%C5%BEdarymo+kriterijus-lt = preferredTerm-admn-sts
did%C5%BEiausias+projektinis+greitis-lt = preferredTerm-admn-sts
draudimo+%C4%AFmon%C4%97s+agentas-lt = deprecatedTerm-admn-sts
dvinaris+mi%C5%A1inys-lt = preferredTerm-admn-sts
finansinio+perdavimo+teis%C4%97s+%C4%AFsipareigojimas-lt = deprecatedTerm-admn-sts
galios+ma%C5%BEinimo+%C4%AFrenginys-lt = deprecatedTerm-admn-sts
galios+perdavimo+%C4%AFrenginys-lt = preferredTerm-admn-sts
galvos+apsaugos+kriterijus-lt = preferredTerm-admn-sts
garantin%C4%97s+%C4%AFmokos+reikalavimas-lt = preferredTerm-admn-sts
gr%C5%ABdiniai+sorgai-lt = preferredTerm-admn-sts
gra%C5%BEusis+alavijas-lt = preferredTerm-admn-sts
greitai+su%C5%A1aldyta+pauk%C5%A1tiena-lt = admittedTerm-admn-sts
gyventoj%C5%B3+judumas-lt = preferredTerm-admn-sts
i%C5%A1kastinis+kuras-lt = preferredTerm-admn-sts
ilgalaikis+buvimas+%C5%A1alyje-lt = admittedTerm-admn-sts
indikatorius-lt = preferredTerm-admn-sts
j%C5%ABr%C5%B3+keliai-lt = preferredTerm-admn-sts
k%C5%ABdiki%C5%B3+pradinio+maitinimo+mi%C5%A1iniai-lt = preferredTerm-admn-sts
krevet%C4%97s-lt = supersededTerm-admn-sts
laisvosios+prekybos+susitarimas-lt = preferredTerm-admn-sts
leidimus+suteikiantis+pareig%C5%ABnas-lt = preferredTerm-admn-sts
ligos+likvidavimas-lt = preferredTerm-admn-sts
masinis+pab%C4%97g%C4%97li%C5%B3+antpl%C5%ABdis-lt = admittedTerm-admn-sts
metabolinis+aktyvinimas-lt = admittedTerm-admn-sts
mirtinoji+doz%C4%97-lt = preferredTerm-admn-sts
mitozin%C4%97+rekombinacija-lt = admittedTerm-admn-sts
multimodalinis+ve%C5%BEimas-lt = admittedTerm-admn-sts
nuosavos+akcijos-lt = deprecatedTerm-admn-sts
nuvarv%C4%97j%C4%99s+medus-lt = deprecatedTerm-admn-sts
otas-lt = deprecatedTerm-admn-sts
pakrant%C4%97je-lt = admittedTerm-admn-sts
paskyrim%C5%B3+tarnyba-lt = preferredTerm-admn-sts
paskyrimas-lt = deprecatedTerm-admn-sts
pasturgalio+raumuo-lt = admittedTerm-admn-sts
pieno+riebal%C5%B3+kiekis-lt = admittedTerm-admn-sts
politin%C4%97s+frakcijos+pirmininkas-lt = admittedTerm-admn-sts
pra%C5%A1ymas+per%C5%BEi%C5%ABr%C4%97ti+sprendim%C4%85-lt = deprecatedTerm-admn-sts
prane%C5%A1im%C5%B3+teikimo+tvarka-lt = admittedTerm-admn-sts
prie%C5%A1akinis+pradmuo-lt = admittedTerm-admn-sts
ribotas+konkursas-lt = preferredTerm-admn-sts
saitynas-lt = preferredTerm-admn-sts
santykin%C4%97+pensijos+norma-lt = supersededTerm-admn-sts
saugos+erdv%C4%97-lt = preferredTerm-admn-sts
su+keleiviais+susijusi%C5%B3+duomen%C5%B3+teikimas-lt = admittedTerm-admn-sts
sukimasis+apie+i%C5%A1ilgin%C4%99+a%C5%A1%C4%AF-lt = deprecatedTerm-admn-sts
u%C5%BE+prieglobs%C4%8Dio+pra%C5%A1ymo+nagrin%C4%97jim%C4%85+atsakinga+valstyb%C4%97-lt = admittedTerm-admn-sts
uodegin%C4%97-lt = preferredTerm-admn-sts
%C4%AFpareigojimas+prane%C5%A1ti-lt = admittedTerm-admn-sts
%C4%AFvedimo+b%C5%ABdas-lt = deprecatedTerm-admn-sts
1-asis+direktoratas+%28aplinka%29-lt = supersededTerm-admn-sts
1-asis+direktoratas+%28prieglobstis%2C+vizos%2C+imigracija%2C+sienos+ir+%C5%A0engenas%29-lt = supersededTerm-admn-sts
Bendrijos+%C5%BEuvininkyst%C4%97s+kontrol%C4%97s+agent%C5%ABra-lt = supersededTerm-admn-sts
Bendrijos+finansin%C4%97+priemon%C4%97-lt = supersededTerm-admn-sts
Europos+%C5%BEmogaus+teisi%C5%B3+komisija-lt = supersededTerm-admn-sts
Europos+profesinis+pa%C5%BEym%C4%97jimas-lt = supersededTerm-admn-sts
Kult%C5%ABros+taryba-lt = supersededTerm-admn-sts
NATO+Standartizacijos+agent%C5%ABra-lt = supersededTerm-admn-sts
Protokolas+d%C4%97l+ekonomin%C4%97s+ir+socialin%C4%97s+sanglaudos-lt = supersededTerm-admn-sts
TFAAK-lt = supersededTerm-admn-sts
a%C5%A1ies+tarpv%C4%97%C5%BE%C4%97-lt = preferredTerm-admn-sts
aki%C5%B3+dirginimo+bandymas-lt = admittedTerm-admn-sts
aliejini%C5%B3+augal%C5%B3+s%C4%97klos-lt = admittedTerm-admn-sts
aplinkos+finansin%C4%97+priemon%C4%97-lt = preferredTerm-admn-sts
apskaitinis+%C4%AFvertis-lt = preferredTerm-admn-sts
auginami+%C5%A1ilkverpiai-lt = admittedTerm-admn-sts
biologinis+vaistas-lt = preferredTerm-admn-sts
darbo+paklausa-lt = deprecatedTerm-admn-sts
dirbtinis+veisimas-lt = deprecatedTerm-admn-sts
efektyvioji+skys%C4%8Di%C5%B3+chromatografija-lt = preferredTerm-admn-sts
finans%C5%B3+direktorius-lt = admittedTerm-admn-sts
greitasis+u%C5%BE%C5%A1aldymas-lt = preferredTerm-admn-sts
i%C5%A1imties+taikymo+s%C4%85lygos-lt = admittedTerm-admn-sts
i%C5%A1linkimo+spindulys-lt = deprecatedTerm-admn-sts
i%C5%A1siuntimas-lt = deprecatedTerm-admn-sts
infekcijos+indukuotas+v%C4%97%C5%BEys-lt = deprecatedTerm-admn-sts
keleivi%C5%B3+duomen%C5%B3+perdavimas-lt = admittedTerm-admn-sts
kvie%C4%8Diai+ir+speltos-lt = preferredTerm-admn-sts
l%C4%85stelin%C4%97s+nuos%C4%97dos-lt = deprecatedTerm-admn-sts
laukinis+fenotipas-lt = preferredTerm-admn-sts
maistin%C4%97+makromed%C5%BEiaga-lt = preferredTerm-admn-sts
marlinos-lt = deprecatedTerm-admn-sts
med%C5%BEio+atliekos-lt = deprecatedTerm-admn-sts
medelin%C4%97+karpa%C5%BEol%C4%97-lt = deprecatedTerm-admn-sts
namini%C5%B3+pauk%C5%A1%C4%8Di%C5%B3+gamyba-lt = deprecatedTerm-admn-sts
nereitinguotoji+pozicija-lt = preferredTerm-admn-sts
nuolatin%C4%97+tyrimo+grup%C4%97+d%C4%97l+tarptautin%C4%97s+prekybos-lt = supersededTerm-admn-sts
oficialioji+maisto+produkt%C5%B3+kontrol%C4%97-lt = preferredTerm-admn-sts
pakartotinis+finansavimas-lt = supersededTerm-admn-sts
pasukamasis+%C5%BEibintas-lt = deprecatedTerm-admn-sts
patogeninis+mikroorganizmas-lt = admittedTerm-admn-sts
pauk%C5%A1tienos+gamyba-lt = preferredTerm-admn-sts
perforuotasis-lt = preferredTerm-admn-sts
referencinis+turtas-lt = preferredTerm-admn-sts
ruonis+kuoduotis-lt = supersededTerm-admn-sts
savitarpio+pripa%C5%BEinimas-lt = admittedTerm-admn-sts
suk%C4%8Diavimas+PVM-lt = preferredTerm-admn-sts
tankia%C5%BEiedis+alavijas-lt = supersededTerm-admn-sts
tikrinimo+%C4%AFgaliojimai-lt = preferredTerm-admn-sts
u%C5%BE+skaitmenin%C4%99+ekonomik%C4%85+ir+visuomen%C4%97s+reikalus+atsakingas+Komisijos+narys-lt = deprecatedTerm-admn-sts
u%C5%BEsienie%C4%8Di%C5%B3+teis%C4%97+gauti+socialines+paslaugas-lt = admittedTerm-admn-sts
variacijos+apsikeitimo+sandoris-lt = preferredTerm-admn-sts
viruso+charakterizavimas-lt = admittedTerm-admn-sts
%C4%AFtariamas+u%C5%BEsikr%C4%97t%C4%99s+gyv%C5%ABnas-lt = preferredTerm-admn-sts
%C5%A1lifuoti+ry%C5%BEiai-lt = preferredTerm-admn-sts
%C5%BEibintas-lt = admittedTerm-admn-sts
%E2%80%9Epenaeus%E2%80%9C+krevet%C4%97s-lt = supersededTerm-admn-sts
Bendrijos+teis%C4%97s+akt%C5%B3+leid%C4%97jas-lt = supersededTerm-admn-sts
Boudeno+lynas-lt = admittedTerm-admn-sts
EEB+sudedamosios+dalies+tipo+patvirtinimo+sertifikatas-lt = preferredTerm-admn-sts
EUCAP+NESTOR-lt = supersededTerm-admn-sts
Europos+investicini%C5%B3+projekt%C5%B3+katalogas-lt = supersededTerm-admn-sts
Europos+ma%C5%BEum%C5%B3+apsaugos+konvencija-lt = supersededTerm-admn-sts
Europos+parlamentini%C5%B3+tyrim%C5%B3+ir+dokument%C5%B3+centras-lt = preferredTerm-admn-sts
Europos+saugumo+ir+gynybos+akademija-lt = supersededTerm-admn-sts
Nacionalinis+%C5%BEmogaus+teisi%C5%B3+steb%C4%97senos+centras-lt = supersededTerm-admn-sts
Saugumo+komitetas+%28INFOSEC+-+AQUA%29-lt = supersededTerm-admn-sts
Visuomen%C4%97s+sveikatos+programos+vykdomoji+%C4%AFstaiga-lt = supersededTerm-admn-sts
akarioz%C4%97-lt = admittedTerm-admn-sts
atrankumas-lt = preferredTerm-admn-sts
atsparumas+degalams-lt = preferredTerm-admn-sts
beta-propiolaktonas-lt = deprecatedTerm-admn-sts
biologini%C5%B3+duj%C5%B3+%C4%AFmon%C4%97-lt = admittedTerm-admn-sts
branduolio+baltymas-lt = preferredTerm-admn-sts
d%C5%BEiovintas+gliukoz%C4%97s+sirupas-lt = admittedTerm-admn-sts
dehidravimas-lt = deprecatedTerm-admn-sts
dirvos+danga-lt = admittedTerm-admn-sts
finansinio+%C4%AFsiskolinimo+ma%C5%BEinimas-lt = preferredTerm-admn-sts
j%C5%ABrinis+u%C5%BEmetamasis+tinklas-lt = preferredTerm-admn-sts
k%C4%97limo+%C4%AFrenginiai-lt = admittedTerm-admn-sts
klinikinio+atvejo+apra%C5%A1ymas-lt = preferredTerm-admn-sts
mineralin%C4%97+alyva-lt = preferredTerm-admn-sts
papildomas+mokestis+u%C5%BE+pien%C4%85-lt = preferredTerm-admn-sts
pavienis+investuotojas-lt = admittedTerm-admn-sts
pavir%C5%A1inio+aktyvumo+med%C5%BEiaga-lt = preferredTerm-admn-sts
pensij%C5%B3+sistemos+dalyvis-lt = preferredTerm-admn-sts
politinis+Europos+bendradarbiavimas-lt = supersededTerm-admn-sts
pozicija+esant+%C4%AFsipareigojim%C5%B3+ne%C4%AFvykdymui-lt = preferredTerm-admn-sts
programa+%E2%80%9EMarie+Curie+veiksmai%E2%80%9C-lt = supersededTerm-admn-sts
pusiausvyra-lt = admittedTerm-admn-sts
rimta+nepageidaujama+reakcija-lt = preferredTerm-admn-sts
smulkiosios+krevet%C4%97s-lt = supersededTerm-admn-sts
srov%C4%97s+imtuvas-lt = preferredTerm-admn-sts
svarbiausi+universalieji+geb%C4%97jimai-lt = preferredTerm-admn-sts
t%C5%ABrio+procentas-lt = admittedTerm-admn-sts
turtu+u%C5%BEtikrintas+komercinis+vekselis-lt = preferredTerm-admn-sts
u%C5%BEimtumo+pagalba-lt = preferredTerm-admn-sts
visos+darbo+dienos+ekvivalentas-lt = deprecatedTerm-admn-sts
%C5%BDmogi%C5%A1k%C5%B3j%C5%B3+i%C5%A1tekli%C5%B3+ir+vidaus+paslaug%C5%B3+departamentas-lt = supersededTerm-admn-sts
Niukaslio+liga-lt = deprecatedTerm-admn-sts
Preiderio-Vilio+sindromas-lt = preferredTerm-admn-sts
Protokolas+d%C4%97l+Europos+S%C4%85jungos+sutarties+%5BI-41+straipsnio+2+dalies%5D-lt = supersededTerm-admn-sts
Taryba+%28%C5%A0vietimas%2C+jaunimas+ir+kult%C5%ABra%29-lt = supersededTerm-admn-sts
aktyviosios+%C5%BEvejybos+%C4%AFrankis-lt = preferredTerm-admn-sts
atpirkimo+sandori%C5%B3+pal%C5%ABkan%C5%B3+norma-lt = preferredTerm-admn-sts
bedarbio+pa%C5%A1alpos+gav%C4%97jai-lt = preferredTerm-admn-sts
degieji+garai-lt = preferredTerm-admn-sts
deklaruojamoji+vert%C4%97-lt = preferredTerm-admn-sts
dronas-lt = admittedTerm-admn-sts
eradikacija-lt = admittedTerm-admn-sts
geroji+klinikin%C4%97+praktika-lt = preferredTerm-admn-sts
gyv%C5%ABn%C5%B3+sveikat%C4%85+reglamentuojantys+teis%C4%97s+aktai-lt = deprecatedTerm-admn-sts
hidrokarbonatas-lt = preferredTerm-admn-sts
i%C5%A1ne%C5%A1iojamoji+prekyba-lt = deprecatedTerm-admn-sts
kapitalo+nutek%C4%97jimas-lt = admittedTerm-admn-sts
klimato+kontrol%C4%97-lt = admittedTerm-admn-sts
kritini%C5%B3+atvej%C5%B3+vienkartinis+prietaisas-lt = preferredTerm-admn-sts
leistina+savait%C4%97s+norma-lt = deprecatedTerm-admn-sts
minimali+kokyb%C4%97s+charakteristika-lt = deprecatedTerm-admn-sts
minimalusis+standartas-lt = preferredTerm-admn-sts
nominalus+tur%C4%97tojas-lt = preferredTerm-admn-sts
pagrindinis+padalinys-lt = preferredTerm-admn-sts
pardavimas+%C4%AF+skol%C4%85-lt = admittedTerm-admn-sts
paskyrim%C5%B3+institucija-lt = admittedTerm-admn-sts
pateikimas+%C4%AF+rink%C4%85-lt = deprecatedTerm-admn-sts
prie%C5%BEi%C5%ABros+steb%C4%97sena-lt = preferredTerm-admn-sts
priklausyti+kieno+nors+jurisdikcijai-lt = preferredTerm-admn-sts
savitarpio+pagalba-lt = preferredTerm-admn-sts
sezoninius+darbus+dirbti+atvyk%C4%99s+u%C5%BEsienietis-lt = admittedTerm-admn-sts
stop+kodonas-lt = deprecatedTerm-admn-sts
ta%C5%A1kin%C4%97+kraujosruva-lt = preferredTerm-admn-sts
tarptautinis+judumas-lt = preferredTerm-admn-sts
teisin%C4%97+pagalba-lt = supersededTerm-admn-sts
trumpalaikis+buvimas+%C5%A1alyje-lt = admittedTerm-admn-sts
vandenilio+trioksonitratas+%281%E2%80%93%29-lt = admittedTerm-admn-sts
%28kumeliuk%C5%B3%2C+asiliuk%C5%B3%29+atvedimas-lt = admittedTerm-admn-sts
sijinis+tralas-lt = preferredTerm-admn-sts
turinio+pa%C5%A1alinimo+visam+laikui+principas-lt = deprecatedTerm-admn-sts
va%C5%BEiavimo+kodas-lt = deprecatedTerm-admn-sts
%C4%AFstatymo+galios+neturintis+teis%C4%97s+aktas-lt = supersededTerm-admn-sts
%C5%A1eriuotasis+vainik%C5%ABnas-lt = preferredTerm-admn-sts
%C5%BDOFP-lt = preferredTerm-admn-sts
Afrikos%2C+Karib%C5%B3+ir+Ramiojo+vandenyno+valstyb%C4%97s-lt = preferredTerm-admn-sts
Bendrijos+apibr%C4%97%C5%BEtis-lt = preferredTerm-admn-sts
Europos+vaist%C5%B3+kokyb%C4%97s+direktoratas-lt = supersededTerm-admn-sts
Finansini%C5%B3+paslaug%C5%B3+darbo+grup%C4%97+%28Mok%C4%97jimo+paslaugos%29-lt = supersededTerm-admn-sts
Finansini%C5%B3+paslaug%C5%B3+darbo+grup%C4%97+%28tarpvalstybiniai+mok%C4%97jimai%29-lt = supersededTerm-admn-sts
Helsinkio+paj%C4%97g%C5%B3+katalogas-lt = supersededTerm-admn-sts
Kodekso+komitetas+d%C4%97l+pesticid%C5%B3+liku%C4%8Di%C5%B3-lt = deprecatedTerm-admn-sts
Regionin%C4%97s+politikos+generalinis+direktoratas-lt = supersededTerm-admn-sts
TEN-TEA-lt = supersededTerm-admn-sts
absorbcijos+tyrimas-lt = preferredTerm-admn-sts
amebiaz%C4%97-lt = preferredTerm-admn-sts
atpirkimo+sandoris-lt = preferredTerm-admn-sts
bank%C5%B3+ar+investicini%C5%B3+%C4%AFmoni%C5%B3+pertvarkymas-lt = preferredTerm-admn-sts
besiformuojan%C4%8Dios+rinkos+ekonomikos+%C5%A1alis-lt = preferredTerm-admn-sts
centrin%C4%97+reiting%C5%B3+saugykla-lt = preferredTerm-admn-sts
civiliniai+ESGP+paj%C4%97gumai-lt = supersededTerm-admn-sts
druskingoji+dulksna-lt = preferredTerm-admn-sts
fail%C5%B3+persiuntimas-lt = preferredTerm-admn-sts
hidrogeninis+aliejus-lt = deprecatedTerm-admn-sts
i%C5%A1mok%C5%B3+sutapimo+vengimas-lt = admittedTerm-admn-sts
kardauodegis+krabas-lt = supersededTerm-admn-sts
kiauliniai-lt = preferredTerm-admn-sts
komercinis+sugavimas-lt = deprecatedTerm-admn-sts
konkurencijos+ribojimas-lt = deprecatedTerm-admn-sts
kontrol%C4%97s+diagrama-lt = deprecatedTerm-admn-sts
korekcinis-lt = admittedTerm-admn-sts
l%C4%97k%C5%A1tin%C4%97+kolona-lt = admittedTerm-admn-sts
lakusis+r%C5%ABg%C5%A1tingumas-lt = preferredTerm-admn-sts
m%C4%97ginys+tuberkulinui+nustatyti-lt = deprecatedTerm-admn-sts
nacionalinis+ve%C5%BEimas+vidaus+vanden%C5%B3+keliais-lt = preferredTerm-admn-sts
nuolatin%C4%97+tyrimo+grup%C4%97+d%C4%97l+apsir%C5%ABpinimo+maistu+saugumo-lt = supersededTerm-admn-sts
nuolatin%C4%97+tyrimo+grup%C4%97+d%C4%97l+ekonomin%C4%97s+politikos+koordinavimo-lt = supersededTerm-admn-sts
pa%C5%BEinimo+triada-lt = admittedTerm-admn-sts
